Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expr(small.intestine),expr(large.intestine),logexprSI,logexprLI
SNAP47,1.06E-51,-0.162757225,0.116,0.073,3.87E-47,0.134170646,0.150156502,-0.872342489,-0.823455858
SNCAIP,8.09E-65,-1.100399272,0.023,0.048,2.96E-60,0.066434409,0.142426112,-1.177606925,-0.846410382
SND1-IT1,1.30E-49,0.479530706,0.066,0.035,4.76E-45,0.061116561,0.043788667,-1.21384109,-1.358638278
SNHG1,3.11E-165,0.305652396,0.302,0.19,1.14E-160,0.538497113,0.435642124,-0.268816621,-0.360870133
SNHG15,1.29E-37,-0.241770556,0.211,0.157,4.73E-33,0.303094476,0.358355672,-0.518421979,-0.445685717
SNHG16,6.20E-54,-0.188595026,0.409,0.316,2.27E-49,1.024750578,1.167823364,0.010618172,0.06737716
SNHG17,1.22E-114,0.177090238,0.185,0.107,4.48E-110,0.223198096,0.19737367,-0.651309514,-0.704710783
SNHG19,2.63E-50,-0.156092244,0.255,0.187,9.62E-46,0.447410465,0.498496273,-0.349293862,-0.302338085
SNHG20,3.52E-12,-0.143132247,0.041,0.029,1.29E-07,0.043843192,0.048378356,-1.35809783,-1.31534889
SNHG22,2.65E-20,-1.202612509,0.041,0.056,9.69E-16,0.056024335,0.128927724,-1.251623288,-0.889653684
SNHG25,2.31E-113,0.277199184,0.349,0.246,8.47E-109,0.834986217,0.688980692,-0.078320693,-0.161792948
SNHG26,5.94E-20,0.175816539,0.018,0.008,2.17E-15,0.018420954,0.016265741,-1.734687893,-1.788726136
SNHG29,0,0.425761944,0.916,0.833,0,27.8064337,20.70032893,1.444145292,1.315977247
SNHG3,0,0.820290079,0.321,0.17,0,0.627026551,0.355055162,-0.202714069,-0.449704169
SNHG31,2.47E-79,0.351963146,0.196,0.128,9.03E-75,0.313915348,0.245914497,-0.50318745,-0.609215868
SNHG32,0,0.549840753,0.491,0.301,0,1.769110845,1.208426279,0.247755045,0.082220161
SNHG4,1.75E-12,0.254827549,0.014,0.007,6.41E-08,0.011685434,0.009750839,-1.932355149,-2.010958033
SNHG5,0,1.086771077,0.66,0.468,0,6.533359756,3.075947485,0.815136573,0.487978917
SNHG6,2.09E-158,0.104585711,0.558,0.437,7.64E-154,2.395935665,2.228351759,0.379475152,0.347983748
SNHG7,3.78E-276,0.436151745,0.532,0.391,1.38E-271,2.003476837,1.480732291,0.301784326,0.170476547
SNHG8,2.67E-226,0.33499486,0.602,0.472,9.76E-222,3.161283627,2.506181033,0.499863462,0.399012439
SNHG9,5.05E-80,-1.203803866,0.139,0.189,1.85E-75,0.237891714,0.547958898,-0.623620685,-0.261252016
SNIP1,5.89E-15,-1.105391712,0.072,0.088,2.15E-10,0.083998705,0.180710894,-1.075727411,-0.743015667
SNORC,1.87E-08,-0.403536108,0.144,0.121,0.00068369,0.182291334,0.241091471,-0.739233978,-0.617818153
SNRNP200,5.94E-97,0.166624681,0.262,0.175,2.18E-92,0.435478773,0.387937167,-0.361033009,-0.41123861
SNRNP25,5.35E-115,0.141015962,0.184,0.106,1.96E-110,0.252573187,0.229012335,-0.597612756,-0.640141126
SNRNP27,6.23E-31,-0.219923186,0.207,0.158,2.28E-26,0.266875496,0.310785729,-0.573691301,-0.507538932
SNRNP40,1.06E-171,0.323809745,0.274,0.162,3.87E-167,0.438613142,0.350389865,-0.35791836,-0.455448465
SNRNP48,1.13E-41,-0.184492286,0.155,0.109,4.15E-37,0.182926345,0.207843509,-0.737723744,-0.682263534
SNRNP70,1.51E-102,0.106117605,0.414,0.304,5.52E-98,0.983387101,0.913609237,-0.007275493,-0.039239518
SNRPC,2.45E-208,0.21808731,0.416,0.274,8.96E-204,1.010442618,0.868639844,0.004511655,-0.061160254
SNRPD1,7.83E-250,0.331255948,0.487,0.338,2.87E-245,1.694911216,1.347147022,0.229146954,0.129414995
SNRPD2,3.57E-247,0.219704255,0.608,0.457,1.31E-242,3.136731815,2.693599449,0.496477389,0.430333015
SNRPD3,1.07E-07,-0.296450306,0.354,0.308,0.003899989,0.766131254,0.940864906,-0.115696821,-0.02647273
SNRPE,1.41E-188,0.103603404,0.535,0.394,5.15E-184,2.333879954,2.172113972,0.368078514,0.336882609
SNRPF,3.92E-246,0.296389717,0.518,0.367,1.43E-241,1.961447138,1.597139009,0.292576608,0.203342717
SNRPN,8.25E-164,0.147510056,0.354,0.232,3.02E-159,0.735941468,0.664371922,-0.133156726,-0.17758873
SNTB1,2.55E-61,-0.875854478,0.233,0.275,9.35E-57,0.454854346,0.834676521,-0.342127652,-0.078481803
SNTG1,1.93E-24,1.592336724,0.018,0.007,7.05E-20,0.065422075,0.021644295,-1.184275684,-1.664656551
SNTG2,1.35E-13,0.255579196,0.01,0.004,4.93E-09,0.013818926,0.011532851,-1.859525708,-1.938063332
SNUPN,1.11E-62,-0.156013508,0.147,0.093,4.07E-58,0.168989751,0.188251568,-0.772139634,-0.725261397
SNW1,3.52E-20,-0.353187041,0.316,0.259,1.29E-15,0.540471075,0.69035209,-0.267227544,-0.160929356
SNX12,4.16E-104,0.362588792,0.15,0.083,1.52E-99,0.170150869,0.132294165,-0.769165828,-0.878459311
SNX15,7.75E-55,-0.156902894,0.152,0.101,2.84E-50,0.176941676,0.197233223,-0.752169863,-0.705019927
SNX18,1.73E-242,0.773645953,0.137,0.043,6.33E-238,0.156304056,0.091380855,-0.806029753,-1.039144782
SNX19,5.18E-34,-0.158337363,0.081,0.052,1.90E-29,0.087352011,0.097447398,-1.058727091,-1.011229752
SNX2,2.42E-118,0.154955692,0.399,0.289,8.87E-114,0.906680652,0.814302783,-0.042545652,-0.089214081
SNX24,2.42E-21,-0.269728458,0.208,0.165,8.88E-17,0.30907675,0.372581202,-0.509933662,-0.428779061
SNX27,2.92E-95,0.149313371,0.195,0.121,1.07E-90,0.28567871,0.25754923,-0.544122123,-0.589139744
SNX29,1.77E-22,-0.172046426,0.125,0.094,6.48E-18,0.22167784,0.249717281,-0.654277719,-0.602551403
SNX3,0,0.862394278,0.61,0.418,0,3.384932332,1.8617968,0.529549991,0.269932279
SNX30,6.58E-10,-0.873237478,0.156,0.167,2.41E-05,0.213411097,0.390895486,-0.670783002,-0.407939345
SNX33,2.94E-19,-0.21693295,0.055,0.037,1.08E-14,0.048870477,0.056763586,-1.310953419,-1.245930175
SNX4,1.12E-49,-0.126733398,0.306,0.232,4.09E-45,0.512326107,0.559329345,-0.290453513,-0.252332395
SNX7,7.68E-26,-0.280698688,0.243,0.191,2.81E-21,0.338405838,0.411054023,-0.470562154,-0.386101098
SNX8,8.95E-202,0.435066201,0.237,0.124,3.27E-197,0.378515164,0.279928071,-0.421916717,-0.552953548
SNX9,2.61E-28,-0.754742546,0.377,0.381,9.54E-24,1.004235675,1.694450467,0.001835646,0.229028878
SOAT2,0,1.403259019,0.244,0.062,0,0.409265532,0.154681676,-0.387994829,-0.810561131
SOCS1,6.24E-18,-1.151166527,0.026,0.038,2.28E-13,0.05362983,0.119091146,-1.27059358,-0.924120525
SOCS2,3.93E-31,-0.326938078,0.082,0.053,1.44E-26,0.098851093,0.12395878,-1.005018522,-0.906722706
SOCS3,4.01E-224,-1.420412349,0.061,0.135,1.47E-219,0.239425451,0.640842163,-0.620829686,-0.193248923
SOCS5,2.40E-11,-0.43086822,0.05,0.037,8.80E-07,0.049734332,0.067010892,-1.303343711,-1.173854603
SOCS6,4.13E-31,-1.003519004,0.185,0.21,1.51E-26,0.244016059,0.489202836,-0.612581591,-0.310511034
SOD1,7.09E-213,0.248855039,0.485,0.349,2.59E-208,1.602073693,1.348205095,0.204682489,0.129755964
SOD2,1.89E-24,-0.812727857,0.318,0.326,6.93E-20,0.661320467,1.161603249,-0.179588037,0.065057818
SOD3,0,-2.941545012,0.013,0.137,0,0.040180288,0.308761639,-1.395986958,-0.510376662
SOHLH2,1.96E-17,0.770761771,0.012,0.005,7.18E-13,0.008662345,0.005029864,-2.062364514,-2.298443774
SON,1.46E-07,-0.202409964,0.522,0.456,0.005334233,1.725768828,1.985665247,0.23698262,0.297906035
SORBS1,7.49E-64,-0.731186458,0.329,0.365,2.74E-59,0.919174256,1.525805193,-0.036602148,0.183499089
SORBS3,4.39E-11,-0.532289701,0.201,0.169,1.61E-06,0.275407141,0.398268651,-0.560024803,-0.399823877
SORCS1,5.22E-11,-0.99128254,0.024,0.034,1.91E-06,0.092139052,0.183146516,-1.035556262,-0.737201339
SORD,2.42E-207,0.584366057,0.225,0.114,8.84E-203,0.309443158,0.206335024,-0.509419115,-0.685427047
SORL1,8.65E-71,-0.96719392,0.194,0.241,3.17E-66,0.308374961,0.602861574,-0.510920892,-0.219782397
SORT1,8.22E-10,-0.270595915,0.144,0.121,3.01E-05,0.184704039,0.22277378,-0.733523607,-0.652135926
SOS1,1.07E-14,-0.178614121,0.421,0.359,3.92E-10,1.16336454,1.316654316,0.065715822,0.119471767
SOS2,1.66E-35,-0.741372482,0.244,0.271,6.07E-31,0.459488702,0.768130097,-0.337725162,-0.114565218
SOWAHA,1.45E-126,0.537070851,0.119,0.053,5.31E-122,0.120931429,0.083296848,-0.917460816,-1.079371434
SOWAHD,3.74E-97,0.586322364,0.061,0.021,1.37E-92,0.052445136,0.034884747,-1.280294781,-1.457364421
SOX11,2.89E-60,-0.451410802,0.099,0.057,1.06E-55,0.158967697,0.217335882,-0.798691118,-0.662868565
SOX12,5.44E-27,-0.101355953,0.071,0.047,1.99E-22,0.080508992,0.086330276,-1.094155609,-1.063836872
SOX4,3.59E-303,-1.295276569,0.321,0.423,1.31E-298,1.034723964,2.539448469,0.014824507,0.404739405
SOX5,1.16E-94,-0.646127955,0.067,0.116,4.24E-90,0.366096315,0.572897732,-0.436404643,-0.241922897
SOX9,7.45E-19,-0.742682869,0.191,0.207,2.73E-14,0.260376733,0.435657155,-0.584397826,-0.360855149
SOX9-AS1,3.15E-10,-1.007392006,0.022,0.03,1.15E-05,0.023354791,0.046928486,-1.631624017,-1.328563454
SP100,9.32E-111,0.121025081,0.227,0.141,3.41E-106,0.356702272,0.32795881,-0.447694124,-0.484180698
SP110,1.53E-76,0.11339447,0.092,0.047,5.61E-72,0.114758775,0.106043226,-0.940214095,-0.974517069
SP4,6.78E-22,-1.022171578,0.059,0.079,2.48E-17,0.077985908,0.158366672,-1.107983869,-0.800336209
SP6,1.15E-98,-1.881474207,0.021,0.051,4.22E-94,0.019746596,0.072766327,-1.704507761,-1.138069546
SPA17,4.83E-08,-0.521705058,0.047,0.037,0.001767318,0.044511632,0.063871572,-1.351526486,-1.194692398
SPACA3,9.64E-202,1.412880482,0.093,0.022,3.53E-197,0.091534367,0.034325673,-1.038415817,-1.464380938
SPAG1,1.77E-176,-1.55268038,0.078,0.147,6.49E-172,0.121174335,0.35547498,-0.916589354,-0.449190962
SPAG17,1.42E-61,1.156206112,0.027,0.006,5.20E-57,0.023236732,0.01037638,-1.633824958,-1.983954121
SPAG5,5.12E-42,0.35668875,0.064,0.036,1.87E-37,0.074506642,0.058142706,-1.12780501,-1.235504757
SPAG9,0,-1.517557444,0.417,0.504,0,1.421384178,4.069501516,0.152711477,0.609541215
SPANXN3,9.46E-233,1.939390309,0.079,0.01,3.46E-228,0.085559158,0.022254365,-1.067733501,-1.652584802
SPARC,2.98E-39,-0.306508101,0.261,0.198,1.09E-34,1.183945977,1.464163454,0.073331886,0.165589563
SPARCL1,2.82E-13,-0.291533725,0.075,0.058,1.03E-08,0.381622013,0.467047248,-0.418366582,-0.330639182
SPART,6.35E-222,0.302091061,0.128,0.04,2.33E-217,0.181013248,0.146772422,-0.742289639,-0.833355538
SPART-AS1,7.40E-22,0.504832911,0.017,0.007,2.71E-17,0.020287063,0.014252119,-1.69278083,-1.846120546
SPAST,3.65E-27,-0.298492179,0.172,0.13,1.34E-22,0.233217431,0.286789031,-0.632238994,-0.542437464
SPATA21,3.22E-26,-1.163598185,0.015,0.027,1.18E-21,0.023577447,0.052800308,-1.627503227,-1.277363547
SPATA24,3.60E-38,0.149105788,0.057,0.032,1.32E-33,0.051194822,0.04612656,-1.29077396,-1.336048936
SPATA33,1.55E-13,-0.24825485,0.077,0.059,5.69E-09,0.085577988,0.101610771,-1.067637926,-0.993060252
SPATA5L1,2.72E-112,0.517065241,0.132,0.067,9.96E-108,0.154118308,0.107651488,-0.812145766,-0.967979961
SPATA6,8.91E-27,-0.121119826,0.126,0.093,3.26E-22,0.189831205,0.206418387,-0.721632395,-0.685251619
SPATS2L,1.85E-08,-0.484956494,0.53,0.494,0.000677001,2.055747727,2.87707644,0.312969819,0.458951401
SPC24,7.53E-09,-0.511553143,0.054,0.042,0.000275773,0.077274897,0.110130083,-1.111961566,-0.958094034
SPCS1,5.04E-160,0.182136113,0.475,0.351,1.84E-155,1.397955469,1.232111973,0.145493337,0.090650178
SPCS3,2.80E-75,0.125897066,0.194,0.128,1.03E-70,0.282542616,0.258890532,-0.548916038,-0.586883832
SPDEF,8.05E-68,1.575635664,0.036,0.01,2.95E-63,0.054630491,0.018276461,-1.262564895,-1.738107886
SPDYE1,5.91E-07,-0.203436111,0.046,0.037,0.021617305,0.063791852,0.073415514,-1.195234786,-1.134212159
SPDYE2,2.00E-88,0.343287616,0.163,0.099,7.32E-84,0.234925754,0.185135093,-0.629069371,-0.732511252
SPDYE21P,1.52E-49,0.464384797,0.085,0.05,5.58E-45,0.102553514,0.074284087,-0.989049452,-1.129104212
SPEN,1.17E-54,-0.955850851,0.224,0.263,4.27E-50,0.405782755,0.787083921,-0.391706414,-0.10397896
SPESP1,1.22E-14,-0.366444997,0.042,0.029,4.48E-10,0.043419487,0.055940909,-1.362315308,-1.252270478
SPG21,5.86E-266,0.454453955,0.339,0.194,2.14E-261,0.65368021,0.47700232,-0.184634663,-0.321479509
SPG7,1.97E-24,-0.193021991,0.322,0.261,7.19E-20,0.598949969,0.684656137,-0.222609453,-0.164527495
SPHK1,3.28E-19,-1.483719019,0.005,0.011,1.20E-14,0.007295486,0.020396604,-2.136945799,-1.690442128
SPHK2,8.14E-21,-0.347113582,0.099,0.073,2.98E-16,0.105285734,0.133890236,-0.97763047,-0.873251094
SPICE1,5.11E-14,-0.212441017,0.157,0.128,1.87E-09,0.21097303,0.24440657,-0.67577306,-0.611887124
SPIN1,1.16E-17,-0.205789228,0.279,0.231,4.25E-13,0.521521638,0.601443039,-0.282727668,-0.220805498
SPIN2B,7.93E-15,-0.352407163,0.072,0.054,2.90E-10,0.071008599,0.090621383,-1.148689053,-1.042769313
SPIN3,3.35E-23,-0.151240024,0.076,0.053,1.22E-18,0.076112013,0.084486615,-1.118546792,-1.073212088
SPIN4,2.08E-08,-0.311228518,0.03,0.022,0.000762449,0.02720164,0.033715634,-1.565404912,-1.472168671
SPINDOC,1.51E-15,-0.948199845,0.034,0.047,5.54E-11,0.042610974,0.082193801,-1.370478541,-1.085160934
SPINK1,0,1.329157813,0.534,0.252,0,3.499284717,1.392666443,0.54397928,0.143847111
SPINK5,0,-2.880727213,0.015,0.075,0,0.019187826,0.141399772,-1.716974238,-0.84955129
SPIRE1,2.24E-45,-1.010720835,0.035,0.059,8.21E-41,0.087445529,0.176174582,-1.05826239,-0.754056749
SPIRE2,2.23E-62,-1.095493379,0.161,0.204,8.17E-58,0.221237211,0.472734559,-0.655141825,-0.325382648
SPNS1,2.03E-219,0.397783758,0.268,0.144,7.44E-215,0.396524144,0.30092707,-0.401730364,-0.521538743
SPNS3,8.90E-81,0.473507886,0.058,0.021,3.26E-76,0.04900107,0.035246382,-1.309794438,-1.452885453
SPOCK1,1.03E-06,-1.437347416,0.016,0.021,0.037634694,0.024091018,0.065235676,-1.61814484,-1.185514831
SPOCK2,2.37E-38,-1.317818046,0.005,0.015,8.68E-34,0.01533547,0.038217437,-1.814302922,-1.41773844
SPON1,1.74E-62,0.132814629,0.344,0.263,6.37E-58,0.792875205,0.72310089,-0.100795163,-0.140801104
SPON1-AS1,2.09E-15,-0.891916172,0.016,0.025,7.66E-11,0.021369738,0.039630643,-1.670200799,-1.401968879
SPON2,7.34E-07,-0.125423952,0.112,0.097,0.026878052,0.277465855,0.302629658,-0.556790453,-0.519088512
SPOP,9.22E-38,-0.249238067,0.26,0.198,3.38E-33,0.385776051,0.458489263,-0.413664737,-0.33867083
SPOUT1,5.67E-62,0.10652095,0.106,0.062,2.07E-57,0.111288991,0.103327113,-0.953547795,-0.985785704
SPPL2A,4.85E-26,-0.260954087,0.198,0.154,1.77E-21,0.296423803,0.355160055,-0.528086926,-0.449575885
SPPL2B,7.12E-21,-0.223581317,0.226,0.182,2.60E-16,0.352843662,0.411953792,-0.452417679,-0.385151495
SPR,1.18E-120,0.343481538,0.151,0.078,4.33E-116,0.156205334,0.123067721,-0.806304141,-0.909855843
SPRED1,3.55E-61,-0.885858128,0.254,0.292,1.30E-56,0.513218046,0.948332831,-0.289698082,-0.023039214
SPRED2,4.35E-93,-0.932436607,0.284,0.334,1.59E-88,0.581100839,1.10900606,-0.235748497,0.044933919
SPRED3,9.62E-10,0.756110895,0.011,0.006,3.52E-05,0.013877023,0.008169355,-1.857703697,-2.087812224
SPRR2F,6.53E-139,-4.149822523,0.001,0.016,2.39E-134,0.001429841,0.025649178,-2.844712357,-1.590926552
SPRY2,3.72E-16,-1.023432542,0.135,0.151,1.36E-11,0.147845303,0.300511863,-0.830192468,-0.52213838
SPRY3,3.01E-35,0.420048705,0.022,0.007,1.10E-30,0.017269826,0.012863216,-1.76271203,-1.890650439
SPRY4-AS1,1.55E-14,-0.930052749,0.085,0.102,5.66E-10,0.132372696,0.252192775,-0.878201587,-0.598267359
SPRYD3,1.05E-12,-0.175064455,0.038,0.026,3.86E-08,0.03978812,0.044884148,-1.400246578,-1.34790701
SPRYD4,3.18E-104,0.317165309,0.131,0.068,1.16E-99,0.131542765,0.105538971,-0.880933032,-0.976587145
SPRYD7,1.24E-35,-0.298998854,0.156,0.113,4.55E-31,0.173700618,0.213666828,-0.760198637,-0.670262897
SPSB1,4.45E-46,-1.061371914,0.167,0.203,1.63E-41,0.257546027,0.537457065,-0.589145145,-0.269656224
SPSB2,3.51E-48,-0.173802349,0.107,0.067,1.29E-43,0.105159633,0.118585718,-0.97815094,-0.925967612
SPTAN1,1.28E-84,-0.905153128,0.317,0.36,4.70E-80,0.681143248,1.275582859,-0.166761544,0.105708675
SPTB,1.41E-15,-0.716432394,0.005,0.011,5.16E-11,0.011728069,0.019242769,-1.930773471,-1.715732441
SPTBN1,0,-1.164005564,0.45,0.532,0,1.568951438,3.515669294,0.195609502,0.546008016
SPTBN2,1.29E-06,0.403843608,0.01,0.006,0.047052088,0.014490816,0.010908679,-1.838907149,-1.96222782
SPTBN5,1.80E-09,0.406241613,0.012,0.006,6.58E-05,0.013956109,0.010486983,-1.855235634,-1.979349415
SPTLC1,1.82E-15,-0.29813588,0.261,0.217,6.67E-11,0.395564205,0.486332432,-0.402783015,-0.313066767
SPTLC2,1.92E-30,-0.751901922,0.181,0.209,7.04E-26,0.294031576,0.4951255,-0.531606028,-0.305284706
SPTLC3,2.44E-300,0.718944789,0.386,0.229,8.92E-296,1.006200226,0.61126173,0.002684411,-0.213772794
SPTSSA,1.24E-32,-0.167245114,0.257,0.201,4.55E-28,0.393851067,0.442222822,-0.404667973,-0.354358849
SPTSSB,4.20E-40,-1.281452187,0.006,0.017,1.54E-35,0.009088773,0.02208,-2.041494743,-1.656000922
SPTY2D1,5.86E-19,-0.917703584,0.12,0.14,2.15E-14,0.15304247,0.289090169,-0.815188035,-0.538966677
SQOR,2.07E-46,-0.918435974,0.2,0.234,7.57E-42,0.278090666,0.525586234,-0.555813587,-0.279356018
SQSTM1,0,-1.52617156,0.519,0.567,0,2.691983327,7.753459104,0.430072366,0.889495501
SRA1,2.45E-21,-0.297432148,0.187,0.148,8.96E-17,0.259192899,0.318501029,-0.586376901,-0.496889161
SRCAP,3.99E-11,-0.18063286,0.087,0.069,1.46E-06,0.115888241,0.131308375,-0.935960628,-0.881707572
SRCIN1,9.60E-17,-0.825581081,0.019,0.029,3.52E-12,0.026731259,0.047349028,-1.572980586,-1.324688931
SRD5A1,1.47E-19,-0.147303971,0.054,0.036,5.40E-15,0.057064571,0.063161267,-1.243633446,-1.199549165
SRD5A3,1.86E-107,0.307023789,0.124,0.062,6.82E-103,0.132849596,0.107340208,-0.876639761,-0.969237568
SREBF1,3.40E-20,-0.227502542,0.147,0.115,1.24E-15,0.218774287,0.256105875,-0.660003722,-0.59158046
SREBF2,4.31E-32,-0.642893054,0.383,0.389,1.58E-27,0.99927753,1.560299841,-0.000313878,0.193208064
SREBF2-AS1,6.23E-95,-1.93221748,0.03,0.065,2.28E-90,0.046157612,0.17616868,-1.335756668,-0.7540713
SRFBP1,7.17E-58,-0.10854436,0.206,0.143,2.63E-53,0.284136048,0.306300239,-0.546473664,-0.513852665
SRGAP1,6.80E-16,-0.550967485,0.389,0.382,2.49E-11,0.981123624,1.437381628,-0.008276267,0.15757209
SRGAP2,4.04E-197,0.586490481,0.105,0.03,1.48E-192,0.157197218,0.104641472,-0.803555146,-0.980296158
SRGAP2C,1.71E-202,0.897843718,0.096,0.024,6.24E-198,0.121202179,0.064999675,-0.916489573,-1.187088813
SRGAP3,8.39E-102,0.399530554,0.141,0.077,3.07E-97,0.243145133,0.184285478,-0.61413442,-0.734508886
SRI,5.28E-57,-0.747484552,0.506,0.499,1.93E-52,1.825772553,3.065194954,0.261446674,0.486458102
SRP14,2.58E-14,-0.13206304,0.673,0.598,9.44E-10,4.219780206,4.624249019,0.625289831,0.665041213
SRP14-AS1,5.94E-32,-0.225869758,0.069,0.043,2.18E-27,0.067321065,0.078694293,-1.171849021,-1.104056761
SRP54,1.57E-09,-0.348492892,0.282,0.241,5.74E-05,0.468297329,0.596215561,-0.329478319,-0.224596693
SRP72,2.17E-109,0.106105788,0.308,0.209,7.95E-105,0.521399971,0.484387922,-0.282828997,-0.314806694
SRPK1,1.41E-18,-0.23258868,0.356,0.297,5.15E-14,0.729174765,0.85670116,-0.13716837,-0.067170645
SRPK2,4.32E-10,-0.302590831,0.341,0.291,1.58E-05,0.724502029,0.89353457,-0.139960394,-0.04888864
SRPRA,1.12E-06,-0.374972512,0.109,0.094,0.040928787,0.1489212,0.193089076,-0.827043473,-0.714242295
SRPRB,2.34E-151,0.346540931,0.24,0.14,8.58E-147,0.324958097,0.255525461,-0.488172637,-0.59256582
SRRD,3.10E-18,-0.353997995,0.06,0.041,1.13E-13,0.050945058,0.065078265,-1.292897941,-1.186564036
SRRM1,2.79E-19,-0.168172366,0.451,0.383,1.02E-14,1.206654038,1.355800345,0.08158277,0.13219574
SRSF1,2.76E-174,0.26118962,0.358,0.231,1.01E-169,0.735091808,0.613317671,-0.133658417,-0.212314522
SRSF10,4.71E-15,-0.219718908,0.459,0.389,1.72E-10,1.23818906,1.441842846,0.092786962,0.158917927
SRSF11,8.39E-17,-0.129778207,0.529,0.457,3.07E-12,1.77816025,1.945492572,0.249970898,0.289029577
SRSF3,2.21E-15,-0.189026008,0.566,0.5,8.08E-11,2.395561547,2.730888341,0.379407333,0.436303943
SRSF6,9.72E-11,-0.303953258,0.266,0.227,3.56E-06,0.452393182,0.55845432,-0.344483949,-0.253012345
SRSF7,4.24E-27,-0.207743279,0.503,0.423,1.55E-22,1.62579833,1.877565645,0.211066673,0.27359513
SRSF9,3.19E-35,-0.200552168,0.37,0.291,1.17E-30,0.788110573,0.905611014,-0.103412846,-0.043058304
SRXN1,1.52E-29,0.674538498,0.028,0.013,5.57E-25,0.024504972,0.015306702,-1.610745787,-1.815118385
SS18L1,2.72E-13,-0.197921904,0.072,0.055,9.96E-09,0.099828231,0.114470568,-1.000746623,-0.941306162
SSB,2.98E-159,0.169645255,0.431,0.306,1.09E-154,1.128684209,1.003427773,0.052572449,0.001486117
SSBP1,1.31E-180,0.206091248,0.482,0.354,4.79E-176,1.455481932,1.261690108,0.163006819,0.100952698
SSBP2,1.65E-23,-0.65758504,0.253,0.273,6.02E-19,0.691446724,1.09068666,-0.160241277,0.037700001
SSH1,3.94E-18,-0.301067794,0.08,0.059,1.44E-13,0.104190411,0.128333081,-0.98217225,-0.891661381
SSPN,6.35E-93,0.46818447,0.059,0.02,2.32E-88,0.06985715,0.050453205,-1.155789136,-1.297111241
SSR1,1.17E-176,0.307807887,0.311,0.191,4.29E-172,0.523180272,0.422617651,-0.281348641,-0.374052368
SSR3,1.18E-211,0.350078371,0.43,0.295,4.32E-207,1.103388573,0.865610543,0.042728482,-0.062677463
SSRP1,1.46E-135,0.201967641,0.273,0.172,5.35E-131,0.451689649,0.392640746,-0.345159861,-0.406004633
SST,0,3.477278641,0.099,0.007,0,2.855273482,0.256322728,0.455647712,-0.591212884
SSTR1,9.97E-56,0.250952968,0.056,0.026,3.65E-51,0.046817369,0.039300028,-1.329592995,-1.405607144
SSTR2,5.40E-32,1.919920194,0.017,0.005,1.97E-27,0.041941362,0.011030688,-1.377357471,-1.957397382
SSU72,6.09E-54,-0.119367578,0.338,0.257,2.23E-49,0.629941851,0.684241728,-0.200699538,-0.164790444
SSUH2,0,1.294788261,0.141,0.033,0,0.183040866,0.074556236,-0.737451938,-1.127516023
SSX2IP,4.11E-272,0.789556972,0.217,0.094,1.50E-267,0.331102692,0.191502754,-0.480037288,-0.717824976
ST14,8.73E-175,-1.190841869,0.342,0.408,3.20E-170,0.764037532,1.744174065,-0.116885307,0.241589824
ST18,3.30E-44,1.520201297,0.028,0.01,1.21E-39,0.10257061,0.035708369,-0.988977063,-1.447229991
ST20-AS1,7.13E-15,-0.183008787,0.03,0.019,2.61E-10,0.028567927,0.032394596,-1.544121267,-1.489527432
ST3GAL3,7.32E-10,-0.200668862,0.094,0.077,2.68E-05,0.156953548,0.18033903,-0.804228863,-0.74391027
ST3GAL4,8.39E-284,1.226387793,0.125,0.029,3.07E-279,0.161947945,0.069164194,-0.790624558,-1.160118679
ST3GAL6,4.11E-61,0.446085105,0.067,0.033,1.50E-56,0.109365878,0.080233568,-0.961118158,-1.095643893
ST5,1.24E-16,-0.22274999,0.142,0.113,4.56E-12,0.286236118,0.333988382,-0.543275566,-0.47626864
ST6GAL1,1.74E-28,-0.226189855,0.273,0.216,6.38E-24,0.493615368,0.577365944,-0.306611327,-0.238548837
ST6GAL2,1.15E-45,-1.074321603,0.009,0.023,4.21E-41,0.026508831,0.055801202,-1.576609416,-1.253356447
ST6GALNAC1,8.40E-116,0.261657619,0.263,0.17,3.07E-111,0.430083814,0.358702723,-0.366446902,-0.445265327
ST6GALNAC3,3.15E-07,-0.239690014,0.363,0.32,0.011540795,1.066051315,1.258692013,0.02777811,0.099919476
ST6GALNAC5,3.89E-70,1.215606348,0.038,0.011,1.42E-65,0.173410575,0.074619155,-0.760924422,-1.12714967
ST6GALNAC6,2.51E-14,-0.804453786,0.034,0.046,9.20E-10,0.050197317,0.087642948,-1.299319494,-1.057283021
ST7L,7.05E-46,-0.140770543,0.164,0.114,2.58E-41,0.217330516,0.239567829,-0.662879289,-0.620571502
ST8SIA4,2.08E-10,0.232877632,0.018,0.011,7.60E-06,0.093221546,0.079283221,-1.030483699,-1.100818715
STAB1,4.07E-09,0.200756062,0.011,0.006,0.000148871,0.061228201,0.053232331,-1.213048503,-1.273824517
STAG1,2.99E-24,-0.446479714,0.503,0.483,1.10E-19,1.800607812,2.453675277,0.25541913,0.389817087
STAG3,1.32E-06,-1.187049966,0.014,0.019,0.048151715,0.015407123,0.035063829,-1.812278448,-1.455140656
STAM,1.01E-25,-0.150356412,0.12,0.089,3.69E-21,0.159074251,0.176509961,-0.798400112,-0.753230781
STAM2,6.31E-95,0.152040254,0.163,0.096,2.31E-90,0.206752083,0.186030644,-0.684550105,-0.730415511
