Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Epithelial.cells,Goblet.cells,logEpithelialcells,logGobletcells
SGCB,1.08E-63,-1.169066669,0.055,0.092,3.96E-59,0.164167368,0.072956877,-0.784713165,-1.136933762
SH3PXD2B,2.69E-21,-1.169759735,0.021,0.035,9.85E-17,0.076365411,0.03389425,-1.117103305,-1.469873974
HIF1A-AS3,1.70E-18,-1.170750821,0.022,0.034,6.24E-14,0.076148519,0.033774596,-1.118338538,-1.471409842
RUNX1,1.60E-30,-1.173280344,0.138,0.168,5.84E-26,0.595850146,0.264157264,-0.22486295,-0.578137442
SRGAP2,4.39E-07,-1.173993589,0.03,0.037,0.01605238,0.13840366,0.061289677,-0.858852426,-1.212612668
HAL,8.02E-15,-1.175685328,0.008,0.016,2.93E-10,0.027338798,0.012052324,-1.563220584,-1.918929193
MALT1,3.77E-104,-1.178428602,0.132,0.195,1.38E-99,0.542967705,0.239850929,-0.265226001,-0.620058596
PCNX1,4.62E-146,-1.179530761,0.239,0.315,1.69E-141,1.144537719,0.505257918,0.05863011,-0.296486872
P4HA1,5.45E-45,-1.179785044,0.108,0.144,1.99E-40,0.423035406,0.186685286,-0.373623282,-0.72888991
RNF144A,8.56E-21,-1.181554045,0.054,0.072,3.13E-16,0.192963749,0.085023302,-0.714524272,-1.070462032
DMD,2.23E-40,-1.182096321,0.039,0.063,8.17E-36,0.153724566,0.067698204,-0.813256725,-1.169422854
KCNMB4,3.96E-10,-1.183901166,0.008,0.014,1.45E-05,0.031060659,0.013621795,-1.507789331,-1.865765665
SLC9A3,3.00E-14,-1.184206995,0.025,0.036,1.10E-09,0.079829477,0.035080413,-1.097836715,-1.454935308
ARHGEF3,4.25E-54,-1.187437721,0.066,0.101,1.56E-49,0.309397131,0.135800847,-0.509483718,-0.867097523
OPN3,2.00E-40,-1.187547554,0.033,0.056,7.31E-36,0.109847347,0.048178458,-0.959210426,-1.317147106
RHOU,4.10E-162,-1.193507519,0.129,0.209,1.50E-157,0.50233729,0.219591347,-0.299004582,-0.658384777
SERTAD2,5.89E-13,-1.196061491,0.075,0.09,2.16E-08,0.273471344,0.11931084,-0.563088174,-0.923320096
RGL1,3.35E-38,-1.196568819,0.068,0.096,1.23E-33,0.242577792,0.105789653,-0.615148962,-0.975556806
SSUH2,5.78E-10,-1.196738364,0.027,0.036,2.12E-05,0.088135324,0.038400073,-1.054849995,-1.41566795
TUBAL3,3.54E-28,-1.198078173,0.031,0.049,1.30E-23,0.096951929,0.042207145,-1.013443543,-1.374614027
CRYBG2,6.02E-27,-1.199060588,0.038,0.056,2.20E-22,0.136956156,0.05960257,-0.863418443,-1.224735015
CREB3L2,1.15E-06,-1.199168914,0.246,0.218,0.042122652,1.105485712,0.481417992,0.043553134,-0.317477683
CD72,6.30E-07,-1.199432469,0.01,0.015,0.023050495,0.032600717,0.014145979,-1.486772846,-1.849366984
IFI16,5.49E-31,-1.204385254,0.073,0.099,2.01E-26,0.310456841,0.134674153,-0.507998767,-0.870715747
GCNT1,7.02E-226,-1.205508596,0.254,0.35,2.57E-221,1.178428037,0.510935881,0.071303067,-0.291633597
AL357153.2,1.06E-06,-1.205780746,0.011,0.015,0.038690251,0.03833473,0.016569529,-1.416407592,-1.780689832
SMOC2,1.22E-06,-1.20582584,0.069,0.077,0.044806696,0.406321141,0.176098888,-0.39113058,-0.754243386
LINC02580,9.42E-14,-1.207116814,0.008,0.015,3.45E-09,0.026714749,0.011521141,-1.573248909,-1.938504524
ARSK,7.61E-18,-1.209798304,0.017,0.028,2.78E-13,0.054807228,0.023644843,-1.261162167,-1.626263574
SULT1B1,6.56E-307,-1.211900491,0.286,0.402,2.40E-302,1.513859212,0.653482428,0.180085488,-0.184766086
TNRC6C-AS1,2.09E-13,-1.213682279,0.01,0.017,7.66E-09,0.029724963,0.012766492,-1.526878672,-1.893928433
BAIAP3,4.01E-10,-1.214094113,0.008,0.014,1.47E-05,0.026204804,0.01124549,-1.581619092,-1.949021612
SCARB1,3.82E-105,-1.21523334,0.111,0.169,1.40E-100,0.443257277,0.190862495,-0.353344126,-0.719279403
TMEM65,3.06E-122,-1.216965167,0.1,0.165,1.12E-117,0.417572013,0.179583996,-0.379268617,-0.745732368
AL627171.2,1.59E-25,-1.218871338,0.079,0.101,5.80E-21,0.322679293,0.13857912,-0.491228903,-0.858302201
AC025575.2,2.97E-21,-1.220577543,0.015,0.027,1.09E-16,0.046339553,0.019834868,-1.334048163,-1.702570679
CDC6,1.74E-31,-1.220686067,0.015,0.029,6.37E-27,0.053316373,0.022826977,-1.273139401,-1.641551601
MANEA,6.17E-24,-1.221451398,0.04,0.057,2.26E-19,0.147492521,0.063202384,-0.83123,-1.199266542
ZC3H11A,1.42E-19,-1.222564764,0.006,0.014,5.21E-15,0.029817559,0.012727484,-1.525527914,-1.895257443
TMEM64,8.33E-43,-1.223433315,0.051,0.078,3.05E-38,0.159886947,0.068423611,-0.796186989,-1.164794009
AL133346.1,8.62E-45,-1.223682205,0.016,0.036,3.15E-40,0.072188162,0.030860192,-1.141534014,-1.510601383
MYLK,4.96E-18,-1.224097414,0.057,0.073,1.81E-13,0.204132358,0.087332019,-0.690088149,-1.058826498
VDR,8.53E-240,-1.224937275,0.211,0.317,3.12E-235,0.903758594,0.38659254,-0.04394756,-0.412746531
CCDC88C,6.67E-41,-1.22734141,0.122,0.158,2.44E-36,0.486129614,0.207577844,-0.313247921,-0.682819002
PNP,1.24E-75,-1.228307012,0.121,0.171,4.55E-71,0.410173697,0.175019568,-0.387032193,-0.756913392
ZNF615,6.54E-18,-1.230592808,0.012,0.021,2.39E-13,0.039611168,0.016830033,-1.402182346,-1.77391503
AC117383.1,1.12E-27,-1.231855495,0.013,0.027,4.08E-23,0.045630805,0.019378241,-1.340741868,-1.712685657
LRIG3,4.74E-216,-1.232862801,0.116,0.212,1.74E-211,0.497862201,0.211776622,-0.302890845,-0.674121984
ARHGAP6,2.60E-07,-1.234936141,0.02,0.015,0.009514256,0.077922054,0.033056094,-1.10833961,-1.480748466
DSG3,5.96E-31,-1.23566085,0.018,0.034,2.18E-26,0.05690516,0.024114686,-1.244848349,-1.61771839
LDHD,5.87E-46,-1.237482892,0.036,0.062,2.15E-41,0.128705389,0.054535519,-0.890403269,-1.26332055
ABAT,1.66E-114,-1.240389083,0.085,0.144,6.06E-110,0.289432323,0.122454705,-0.53845297,-0.912024525
SYCP3,3.68E-51,-1.240684137,0.021,0.044,1.35E-46,0.074677155,0.031551292,-1.126812236,-1.500982853
SLC29A1,2.32E-10,-1.24102808,0.008,0.014,8.51E-06,0.030110701,0.012688981,-1.52127914,-1.896573253
RIC3,8.16E-09,-1.241169801,0.01,0.015,0.000298547,0.038029038,0.01603742,-1.419884658,-1.794865502
CYP2C18,5.64E-95,-1.241885568,0.212,0.266,2.06E-90,1.213626881,0.513095342,0.084085187,-0.289801928
GRB10,1.39E-104,-1.242609177,0.08,0.135,5.10E-100,0.279181162,0.117934109,-0.554113889,-0.92836057
CASP10,2.84E-67,-1.242733673,0.097,0.141,1.04E-62,0.370697955,0.156596288,-0.43097981,-0.805218536
ANKRD28,2.50E-36,-1.244039938,0.346,0.378,9.13E-32,2.083805577,0.879709293,0.318857196,-0.05566082
GINS2,1.93E-62,-1.245361826,0.023,0.051,7.05E-58,0.093447625,0.039366409,-1.029431732,-1.404874195
RDH10,8.94E-143,-1.246380639,0.125,0.198,3.27E-138,0.467296459,0.196917484,-0.33040751,-0.705715721
ANKRD13A,6.32E-65,-1.249254473,0.084,0.127,2.31E-60,0.318314232,0.133853823,-0.497143943,-0.87336922
TNFRSF12A,9.46E-92,-1.249423828,0.069,0.117,3.46E-87,0.27812459,0.116933692,-0.555760611,-0.932060337
DNAJB1,8.93E-22,-1.254059739,0.207,0.171,3.27E-17,0.915747979,0.383892647,-0.038224031,-0.415790206
AC098656.1,7.52E-16,-1.254810084,0.006,0.013,2.75E-11,0.024410736,0.010179272,-1.612419127,-1.992283284
BCL6,9.67E-26,-1.25818078,0.023,0.039,3.54E-21,0.082400818,0.034399353,-1.084068479,-1.463449724
GPR137B,1.86E-47,-1.259094526,0.035,0.061,6.81E-43,0.140115261,0.058490986,-0.853514561,-1.23291106
NTAN1,3.08E-52,-1.259883466,0.035,0.063,1.13E-47,0.110135706,0.045940187,-0.958071858,-1.337807246
MAB21L4,3.21E-27,-1.260746072,0.014,0.027,1.18E-22,0.051443732,0.021418885,-1.288667537,-1.66920314
CHKA,0,-1.261569598,0.234,0.363,0,1.102303639,0.459709722,0.042301241,-0.337516312
HOMER2,6.15E-18,-1.262034819,0.011,0.02,2.25E-13,0.044837546,0.018645228,-1.348358161,-1.729432306
BMERB1,5.21E-12,-1.263935572,0.017,0.025,1.91E-07,0.061621161,0.025609414,-1.210270127,-1.591600351
WDR72,1.57E-39,-1.265389951,0.011,0.028,5.74E-35,0.054406305,0.022582271,-1.264350771,-1.646232377
BX284613.2,3.14E-116,-1.268878865,0.077,0.135,1.15E-111,0.364525454,0.151221504,-0.43827214,-0.820386446
RPS6KA6,5.65E-119,-1.269294651,0.048,0.101,2.07E-114,0.202707211,0.084045583,-0.693130803,-1.075485105
MAP7D2,7.45E-17,-1.270035049,0.01,0.019,2.73E-12,0.030555113,0.012619619,-1.514916104,-1.89895376
TBC1D9,7.64E-54,-1.270802565,0.053,0.086,2.80E-49,0.23304188,0.0965293,-0.632566026,-1.015340843
UGT2A3,0,-1.271787813,0.268,0.412,0,1.492924758,0.618239118,0.17403792,-0.208843519
SH2B3,1.44E-17,-1.272096191,0.022,0.034,5.26E-13,0.085461585,0.035335975,-1.068229058,-1.45178292
PAM,1.35E-150,-1.272374335,0.132,0.21,4.96E-146,0.717048998,0.296792385,-0.144451166,-0.527547246
HSPG2,1.76E-116,-1.275661354,0.08,0.14,6.44E-112,0.298093095,0.12307305,-0.525648084,-0.909837036
MME-AS1,2.84E-14,-1.276060344,0.012,0.02,1.04E-09,0.040522958,0.01668274,-1.392298859,-1.77773261
C11orf95,1.39E-13,-1.279829254,0.007,0.013,5.10E-09,0.021929503,0.008981469,-1.658971214,-2.046652645
ARNT2,3.06E-17,-1.280635342,0.012,0.022,1.12E-12,0.048665258,0.019981239,-1.312780968,-1.699377596
MESP1,1.83E-50,-1.284096621,0.031,0.057,6.71E-46,0.100737147,0.041315398,-0.996810351,-1.383888062
IFNAR2,2.10E-16,-1.284845467,0.081,0.099,7.69E-12,0.30348492,0.12450461,-0.517862884,-0.904814569
AC097512.1,5.42E-19,-1.288181728,0.013,0.024,1.98E-14,0.046478967,0.018981503,-1.332743529,-1.721669395
NRXN3,2.85E-13,-1.291607809,0.038,0.05,1.04E-08,0.186354724,0.076074975,-0.729659593,-1.118758182
ABCG8,4.03E-71,-1.291722737,0.072,0.113,1.47E-66,0.248997204,0.101656045,-0.603805529,-0.99286679
DEPDC7,8.50E-66,-1.291816371,0.058,0.095,3.11E-61,0.219721566,0.089692206,-0.658127314,-1.047245296
AC092306.1,7.32E-24,-1.293639851,0.01,0.02,2.68E-19,0.029689402,0.012060817,-1.52739855,-1.918623287
CARD6,6.25E-32,-1.293964788,0.015,0.03,2.29E-27,0.050119108,0.020389909,-1.29999667,-1.690584718
RDH10-AS1,6.19E-16,-1.296683118,0.007,0.014,2.27E-11,0.020551462,0.008315591,-1.687157275,-2.080106884
NCOA3,1.26E-85,-1.29757704,0.228,0.285,4.59E-81,1.125349918,0.457752193,0.051287584,-0.339369566
NBPF9,1.04E-41,-1.299502083,0.018,0.037,3.79E-37,0.067596799,0.027412194,-1.170073869,-1.562056207
1-Dec,7.93E-12,-1.299601859,0.018,0.026,2.90E-07,0.059375329,0.024070418,-1.226393971,-1.618516362
PTH2R,5.01E-15,-1.300314521,0.005,0.012,1.84E-10,0.030891959,0.012493183,-1.510154554,-1.903326884
Z93403.1,8.16E-19,-1.300959961,0.005,0.012,2.99E-14,0.019846708,0.00800479,-1.702311513,-2.096650064
ORAI1,1.37E-115,-1.301396041,0.054,0.107,5.01E-111,0.180838142,0.073321955,-0.742709965,-1.134765961
AC106791.1,1.07E-37,-1.301765798,0.015,0.033,3.92E-33,0.064179989,0.025983173,-1.192600359,-1.585307809
RAB37,2.95E-10,-1.30436372,0.009,0.015,1.08E-05,0.047314214,0.019107384,-1.325008368,-1.718798761
LINC02441,1.67E-18,-1.310460681,0.008,0.016,6.11E-14,0.02595681,0.010415444,-1.585748674,-1.982322212
RASGEF1B,6.83E-131,-1.312831731,0.17,0.239,2.50E-126,0.81144099,0.326579212,-0.090743057,-0.486011463
RERGL,7.04E-16,-1.316151131,0.006,0.013,2.58E-11,0.023870333,0.009536294,-1.622141526,-2.020620376
HUNK,4.14E-79,-1.317476904,0.039,0.077,1.51E-74,0.133537754,0.053530007,-0.874395934,-1.2714027
ADORA2B,7.60E-36,-1.318771804,0.032,0.053,2.78E-31,0.118596277,0.047492254,-0.925928944,-1.323377216
LINC02245,1.52E-27,-1.319085615,0.037,0.056,5.56E-23,0.149559144,0.059891486,-0.825187029,-1.22263491
FKBP5,0,-1.319213592,0.638,0.653,0,6.73002984,2.697031703,0.82801699,0.430886051
PIR,4.68E-38,-1.320234958,0.035,0.058,1.71E-33,0.128318713,0.0513376,-0.891710005,-1.289564437
LRRC7,3.46E-18,-1.320265749,0.009,0.018,1.27E-13,0.034165646,0.013631856,-1.466410366,-1.865445004
ST3GAL2,6.37E-11,-1.322532302,0.029,0.038,2.33E-06,0.089656006,0.035797223,-1.047420614,-1.446150661
SSX2IP,3.37E-167,-1.326017936,0.092,0.168,1.23E-162,0.348978487,0.139146063,-0.457201345,-0.856529078
GCNA,5.37E-20,-1.326587729,0.015,0.026,1.97E-15,0.064594981,0.025704504,-1.189801225,-1.589990778
AC007221.1,1.21E-16,-1.330333033,0.01,0.018,4.44E-12,0.029207912,0.011565119,-1.534499494,-1.936849908
ADGRV1,3.30E-48,-1.333985786,0.023,0.047,1.21E-43,0.090579391,0.035880015,-1.042970605,-1.445147386
MIR222HG,7.26E-45,-1.334490119,0.052,0.081,2.66E-40,0.207351724,0.082171444,-0.683292349,-1.085279079
GNB5,1.19E-06,-1.335695017,0.021,0.027,0.043586796,0.084752607,0.03352889,-1.071846932,-1.474580824
CPNE8,4.35E-50,-1.336791342,0.067,0.099,1.59E-45,0.34249136,0.135542201,-0.46535038,-0.867925467
PGGHG,1.86E-118,-1.336972202,0.049,0.101,6.80E-114,0.241190325,0.095425132,-0.617640118,-1.020337232
ARAP3,7.43E-13,-1.337088816,0.007,0.013,2.72E-08,0.02707837,0.010667928,-1.567377487,-1.971919934
CEP128,7.94E-35,-1.338558135,0.045,0.068,2.91E-30,0.240991701,0.095241693,-0.617997913,-1.021172895
AL355612.1,1.59E-26,-1.339219651,0.01,0.022,5.81E-22,0.04189944,0.016509901,-1.377791782,-1.782255531
HSPD1,0,-1.339755394,0.458,0.553,0,3.020587938,1.19334675,0.480091484,0.076766655
ME1,3.40E-153,-1.343443229,0.116,0.189,1.24E-148,0.489815577,0.192975825,-0.309967407,-0.714497093
PDLIM7,1.48E-13,-1.34475007,0.007,0.014,5.40E-09,0.028835345,0.011302905,-1.540074852,-1.946809909
CDCA7,6.50E-150,-1.348481815,0.077,0.145,2.38E-145,0.351570774,0.138013413,-0.453987235,-0.860078703
CTTNBP2,2.78E-29,-1.349745148,0.015,0.03,1.02E-24,0.069172099,0.027090238,-1.160069048,-1.567187178
CYLD,2.62E-54,-1.349925382,0.078,0.115,9.58E-50,0.326578099,0.128070397,-0.486012943,-0.892551243
WDR49,2.56E-76,-1.350439177,0.055,0.095,9.35E-72,0.236272233,0.092609286,-0.626587314,-1.033345466
LDLRAD3,6.06E-48,-1.352151431,0.019,0.041,2.22E-43,0.08319207,0.032536731,-1.07991807,-1.487626089
NECTIN3-AS1,5.57E-11,-1.356174828,0.006,0.012,2.04E-06,0.021173343,0.008220426,-1.67421056,-2.085105679
AC009522.1,2.41E-14,-1.360779535,0.018,0.028,8.83E-10,0.070611264,0.027443795,-1.151126016,-1.561555836
AL049828.1,1.66E-48,-1.361707128,0.039,0.066,6.08E-44,0.169770301,0.066011042,-0.770138282,-1.180383414
GATM,1.07E-140,-1.362657069,0.132,0.203,3.92E-136,0.634908077,0.246843562,-0.197289148,-0.607578195
CHRM3,0,-1.363357998,0.161,0.291,0,1.027602681,0.399354824,0.011825229,-0.398641065
APOB,2.61E-13,-1.36568063,0.368,0.303,9.56E-09,8.572963661,3.326699618,0.933130983,0.522013588
HTR4,2.76E-268,-1.366641242,0.16,0.269,1.01E-263,0.785167364,0.304432172,-0.10503776,-0.516509454
CIART,1.62E-14,-1.367816637,0.012,0.02,5.91E-10,0.039181412,0.015131647,-1.406919923,-1.820113813
ISYNA1,4.61E-26,-1.36972341,0.008,0.019,1.69E-21,0.036717515,0.014158147,-1.435126722,-1.848993569
SMAD6,4.16E-58,-1.369844748,0.024,0.051,1.52E-53,0.080885519,0.031247006,-1.092129222,-1.505191594
CERK,1.32E-158,-1.371881069,0.092,0.166,4.85E-154,0.347929505,0.134385216,-0.45850874,-0.871648507
COL9A3,3.22E-28,-1.373751747,0.018,0.033,1.18E-23,0.065205888,0.025111798,-1.185713188,-1.600122187
AC009831.1,2.84E-11,-1.376608745,0.007,0.012,1.04E-06,0.022833424,0.008743402,-1.641428957,-2.05831957
HIST1H4B,6.79E-12,-1.37840816,0.012,0.019,2.48E-07,0.050772361,0.019478952,-1.294372641,-1.710434403
AC073593.2,7.40E-15,-1.380140247,0.005,0.012,2.71E-10,0.01941114,0.007407117,-1.711948967,-2.130350797
CRYBG1,0,-1.380651827,0.228,0.358,0,1.149384726,0.441365449,0.060465421,-0.355201668
AC011365.1,8.84E-14,-1.382381704,0.011,0.018,3.24E-09,0.036203317,0.013836763,-1.441251631,-1.858965495
MUC20,4.63E-146,-1.382677082,0.088,0.158,1.70E-141,0.357752209,0.137150008,-0.446417676,-0.862804163
RHOV,3.33E-35,-1.385575893,0.012,0.027,1.22E-30,0.047768988,0.01823265,-1.32085396,-1.739150194
HSPA4L,1.17E-61,-1.386784557,0.02,0.047,4.28E-57,0.103491388,0.039526484,-0.985095787,-1.403111811
SFN,6.31E-16,-1.386832193,0.227,0.238,2.31E-11,1.355673206,0.518363945,0.132155013,-0.285365214
RNASEH2A,1.02E-14,-1.38907807,0.007,0.014,3.74E-10,0.024236841,0.009203536,-1.615523981,-2.036045271
CTSC,2.29E-123,-1.389580776,0.099,0.164,8.38E-119,0.367586344,0.140248471,-0.434640631,-0.853101864
AL451042.2,6.00E-15,-1.390451318,0.005,0.011,2.20E-10,0.016505361,0.006245591,-1.782374969,-2.204426435
CFI,6.05E-59,-1.391997412,0.03,0.059,2.21E-54,0.102708731,0.039085509,-0.988392638,-1.407984232
PIGR,0,-1.39261663,0.814,0.89,0,33.13753719,12.62115554,1.520320228,1.101099119
CERKL,1.62E-15,-1.397984378,0.009,0.017,5.92E-11,0.026969526,0.010183508,-1.56912669,-1.992102578
PTPN22,1.37E-49,-1.399885354,0.081,0.115,5.02E-45,0.373786793,0.141599642,-0.427376048,-0.848937845
IFFO2,5.32E-08,-1.401739439,0.012,0.017,0.001948231,0.045715634,0.017251786,-1.339935252,-1.763165936
FBXL2,1.02E-37,-1.405727367,0.016,0.033,3.74E-33,0.062313771,0.023468616,-1.205415963,-1.629512524
RUBCNL,9.04E-58,-1.406778041,0.053,0.086,3.31E-53,0.21952666,0.082744811,-0.65851273,-1.082259234
RUBCN,7.26E-26,-1.407190422,0.053,0.073,2.66E-21,0.218340952,0.082274082,-0.6608648,-1.084736957
PI3,1.14E-06,-1.407976518,0.037,0.044,0.041683959,0.156950448,0.059094846,-0.804237441,-1.228450395
KCNIP4,1.10E-17,-1.408646997,0.015,0.025,4.03E-13,0.06997603,0.026307165,-1.155050699,-1.579925951
MAP3K8,2.86E-35,-1.409343315,0.039,0.062,1.05E-30,0.162553782,0.061148396,-0.789002922,-1.213614928
ELK3,1.05E-06,-1.409490811,0.031,0.038,0.038367759,0.127917463,0.048103487,-0.893070161,-1.31782344
CLDN1,9.55E-17,-1.411845724,0.015,0.024,3.50E-12,0.065712532,0.024646431,-1.182351799,-1.608245963
MYBPC1,2.80E-15,-1.413684528,0.012,0.02,1.03E-10,0.044210695,0.016544215,-1.354472661,-1.781353823
HAGLROS,1.34E-13,-1.414506805,0.004,0.01,4.89E-09,0.013894997,0.005162189,-1.857141546,-2.2871661
MIR31HG,5.23E-256,-1.414573993,0.126,0.23,1.91E-251,0.667333345,0.250280065,-0.175657174,-0.601573741
KLRG1,6.25E-15,-1.415058108,0.007,0.013,2.29E-10,0.031218053,0.01165625,-1.505594186,-1.93344116
WIPF3,8.57E-58,-1.415168395,0.021,0.046,3.14E-53,0.077609553,0.029050589,-1.110084817,-1.536845062
GRK3,1.44E-27,-1.415604941,0.028,0.045,5.27E-23,0.141874768,0.053131762,-0.848094834,-1.274645779
GCOM1,1.41E-43,-1.415655934,0.017,0.037,5.17E-39,0.073536409,0.027513981,-1.13349758,-1.560446569
GJB2,6.99E-63,-1.417966597,0.029,0.059,2.56E-58,0.097299917,0.036363105,-1.01188753,-1.439339041
TGIF2,1.02E-25,-1.418139221,0.026,0.042,3.72E-21,0.096287881,0.035980049,-1.016428372,-1.443938247
TFEC,2.58E-25,-1.422619989,0.029,0.044,9.45E-21,0.11088307,0.041312815,-0.955134757,-1.383915209
RAB29,4.15E-47,-1.425004388,0.02,0.042,1.52E-42,0.079453539,0.029539574,-1.099886755,-1.529595775
HIST1H2AG,5.13E-18,-1.425227984,0.027,0.04,1.88E-13,0.114929693,0.042744907,-0.939567753,-1.369115624
PPM1E,2.95E-13,-1.426494292,0.006,0.012,1.08E-08,0.036356035,0.013475299,-1.43942349,-1.870461588
