Gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,Epithelial.cells,Goblet.cells,log(Epithelialcells),log(Gobletcells)
PLB1,1.95E-08,-0.834950243,0.027,0.071,0.000714701,0.186846002,0.103875525,-0.728516191,-0.983486768
DENND5B,4.19E-38,-0.83630276,0.141,0.343,1.53E-33,0.929288125,0.519602165,-0.031849612,-0.284329048
VSIR,1.43E-12,-0.837664942,0.056,0.129,5.25E-08,0.204478598,0.113544888,-0.689352141,-0.944832412
ZNF747,1.81E-11,-0.837671989,0.022,0.076,6.63E-07,0.07263961,0.039774383,-1.138826498,-1.400396545
ALDOB,6.27E-10,-0.83783336,0.072,0.137,2.30E-05,1.134978938,0.634130812,0.054987802,-0.197821144
PRKAA1,8.28E-34,-0.838006884,0.089,0.257,3.03E-29,0.419641051,0.233883064,-0.377122034,-0.631001225
HSPD1,2.93E-51,-0.838410704,0.482,0.674,1.07E-46,5.253930759,2.937438932,0.720484345,0.467968847
PRTG,3.96E-17,-0.838934084,0.027,0.105,1.45E-12,0.165821362,0.091832696,-0.780359523,-1.037002666
ASIC2,1.71E-17,-0.839270777,0.049,0.14,6.26E-13,0.281294314,0.156351899,-0.550839046,-0.805896841
SLC25A3,1.56E-48,-0.839434649,0.411,0.626,5.70E-44,3.689315014,2.060949105,0.566945739,0.314067267
CCDC77,1.06E-14,-0.841395184,0.027,0.096,3.86E-10,0.136817704,0.075487629,-0.863857701,-1.122124217
BCAS4,8.56E-10,-0.842124058,0.024,0.071,3.13E-05,0.078565867,0.042954918,-1.104766095,-1.366987102
QPRT,1.07E-44,-0.842858764,0.235,0.47,3.90E-40,1.584555873,0.882578788,0.199907558,-0.054246515
C3orf85,2.02E-23,-0.843435741,0.076,0.202,7.38E-19,0.490804112,0.272661541,-0.309091807,-0.564376115
RARA,9.21E-25,-0.844023849,0.054,0.173,3.37E-20,0.253773845,0.14050343,-0.59555314,-0.852313074
ARID5B,5.22E-33,-0.844222787,0.187,0.378,1.91E-28,1.301904429,0.724303994,0.114579105,-0.14007912
TPST2,2.29E-24,-0.844240045,0.055,0.176,8.39E-20,0.243223578,0.134605702,-0.613994326,-0.870936542
ZNF576,7.44E-16,-0.844643501,0.027,0.101,2.72E-11,0.10454655,0.057345738,-0.980690295,-1.241498853
AC021146.12,3.26E-09,-0.844696925,0.017,0.058,0.000119353,0.053389741,0.02885805,-1.272542189,-1.539733019
MYPOP,2.72E-07,-0.845371234,0.015,0.048,0.009956937,0.054420479,0.02941783,-1.264237643,-1.53138937
RASSF10,2.01E-07,-0.847251204,0.008,0.037,0.007340684,0.035258127,0.018727121,-1.452740762,-1.727528979
C15orf48,4.16E-17,-0.847905362,0.157,0.278,1.52E-12,1.449579509,0.804502194,0.161242041,-0.094472767
NFATC2,1.22E-31,-0.84810215,0.119,0.293,4.47E-27,0.672830585,0.372896643,-0.172094275,-0.428411526
SUSD3,7.18E-15,-0.848128943,0.013,0.074,2.63E-10,0.081900835,0.044625441,-1.08671167,-1.350417482
AC114291.2,1.42E-14,-0.84833227,0.047,0.125,5.19E-10,0.188914429,0.104057206,-0.723734869,-0.982727838
RUSC2,1.16E-07,-0.848842768,0.018,0.055,0.004247065,0.079998892,0.043546916,-1.096916029,-1.361042599
PVT1,5.38E-08,-0.849091187,0.038,0.083,0.001970708,0.149151395,0.081928195,-0.82637268,-1.086566613
FTL,3.90E-99,-0.84942884,0.949,0.964,1.43E-94,55.82786578,30.98384126,1.746851026,1.491135259
PFKM,2.64E-13,-0.849816804,0.027,0.091,9.66E-09,0.121435617,0.066508314,-0.915653916,-1.177124063
HSD17B11,8.12E-49,-0.850048919,0.221,0.467,2.97E-44,1.62443446,0.900310015,0.210702194,-0.045607919
TMEM97,6.31E-31,-0.850134924,0.105,0.267,2.31E-26,0.518668152,0.286851394,-0.285110419,-0.542343036
NFKBIA,6.56E-23,-0.850139551,0.204,0.362,2.40E-18,1.510782614,0.837207193,0.179201978,-0.077167049
DHODH,1.66E-10,-0.850222928,0.014,0.06,6.09E-06,0.06317371,0.034171524,-1.199463619,-1.46633565
EMID1,3.03E-27,-0.850497859,0.079,0.22,1.11E-22,0.373291688,0.206154204,-0.42795168,-0.685807805
MYORG,1.11E-14,-0.850877649,0.051,0.131,4.07E-10,0.162765249,0.089373886,-0.788438312,-1.04878936
F10,3.57E-27,-0.851630409,0.107,0.257,1.31E-22,0.553088966,0.305627864,-0.257205005,-0.514807054
CA12,2.31E-08,-0.852057614,0.065,0.121,0.000844427,0.332888521,0.183547379,-0.477701181,-0.736251812
SUCLG1,3.40E-45,-0.852145776,0.313,0.538,1.24E-40,2.554522778,1.41423306,0.40730978,0.150520985
PTPRH,6.35E-17,-0.852243457,0.03,0.108,2.32E-12,0.147109429,0.080616369,-0.832359489,-1.093576764
OGG1,6.30E-27,-0.852453393,0.089,0.231,2.31E-22,0.384689361,0.212186278,-0.414889825,-0.673282706
SLC39A14,8.37E-36,-0.853050464,0.189,0.393,3.06E-31,1.177701828,0.65112007,0.071035349,-0.186338918
SNX32,3.49E-13,-0.855023307,0.024,0.085,1.28E-08,0.109648066,0.059748738,-0.959999025,-1.223671265
STMN3,1.04E-08,-0.855761641,0.017,0.056,0.000378905,0.092054869,0.049996183,-1.035953234,-1.301063147
MEST,5.83E-35,-0.85664223,0.169,0.366,2.14E-30,1.030673725,0.568304595,0.013121205,-0.245418833
HYLS1,2.33E-07,-0.857132305,0.018,0.054,0.008520077,0.063248279,0.034045228,-1.198951288,-1.467943754
DNA2,4.59E-14,-0.859885746,0.018,0.079,1.68E-09,0.099588564,0.054001997,-1.001790528,-1.267590182
DAGLA,5.23E-12,-0.860313765,0.027,0.086,1.91E-07,0.104233478,0.056544288,-0.98199277,-1.247611262
WDR55,3.07E-13,-0.860536432,0.028,0.092,1.12E-08,0.106574622,0.057824805,-0.972346199,-1.23788582
GPRC5A,2.62E-14,-0.861284349,0.143,0.244,9.57E-10,1.301194505,0.715387582,0.114342221,-0.145458603
CTNS,7.38E-07,-0.86208084,0.033,0.071,0.027017311,0.090279299,0.048796987,-1.04441182,-1.311606995
SRRD,7.02E-09,-0.862424607,0.016,0.056,0.000257005,0.054751337,0.029243799,-1.261605271,-1.533966213
SLC2A8,2.79E-30,-0.863816266,0.072,0.22,1.02E-25,0.318682415,0.174244114,-0.496641901,-0.758841884
MELTF,5.45E-18,-0.86462447,0.078,0.182,2.00E-13,0.609592086,0.333910527,-0.21496068,-0.476369889
CDK4,6.30E-43,-0.864915322,0.195,0.411,2.30E-38,1.167750107,0.640315683,0.067349916,-0.193605861
PTGR1,1.37E-43,-0.865309097,0.174,0.396,5.00E-39,1.026413276,0.562556842,0.011322261,-0.249833589
CTSD,8.94E-40,-0.865499875,0.229,0.455,3.27E-35,1.485286024,0.814337493,0.171810094,-0.089195569
ZFP36,2.15E-16,-0.865821627,0.284,0.42,7.86E-12,2.705000693,1.48345438,0.432167381,0.171274195
TMEM106C,4.44E-40,-0.866401135,0.129,0.332,1.63E-35,0.72640025,0.397569339,-0.138824015,-0.400587116
TK2,6.16E-10,-0.866445654,0.018,0.064,2.26E-05,0.089580691,0.048263738,-1.047785593,-1.316379048
BTNL3,3.37E-27,-0.866502885,0.105,0.257,1.23E-22,0.751775885,0.411459133,-0.12391161,-0.385673293
F7,2.79E-11,-0.866980436,0.011,0.058,1.02E-06,0.075112589,0.040312763,-1.124287267,-1.394557438
COL4A2,1.44E-23,-0.867045021,0.114,0.255,5.27E-19,0.694912725,0.380127924,-0.158069736,-0.420070226
SLC16A4,6.14E-17,-0.867232544,0.04,0.123,2.25E-12,0.178381762,0.09691746,-0.748649552,-1.013597978
ME2,3.43E-30,-0.867615212,0.065,0.211,1.25E-25,0.318175703,0.173505877,-0.497332988,-0.760685809
SAT1,8.42E-42,-0.867656642,0.435,0.636,3.08E-37,5.43671,2.978643463,0.735336168,0.474018522
ZMAT1,5.11E-07,-0.868495168,0.03,0.068,0.018714921,0.088733955,0.047730203,-1.05191016,-1.321206723
SIAE,1.62E-28,-0.868770213,0.057,0.191,5.92E-24,0.248951511,0.135458225,-0.603885234,-0.868194621
PAM,3.44E-40,-0.868918201,0.18,0.4,1.26E-35,1.324565293,0.724404398,0.122073371,-0.140018922
NCR3LG1,2.62E-08,-0.869471596,0.024,0.065,0.000958006,0.086429149,0.046435785,-1.063339765,-1.333147206
RHOB,4.73E-14,-0.869763404,0.164,0.268,1.73E-09,1.361414566,0.744144885,0.133990393,-0.128342499
LURAP1L-AS1,4.20E-07,-0.869988467,0.036,0.076,0.015372159,0.225509005,0.12251655,-0.646836112,-0.91180524
NOL8,1.05E-18,-0.870304984,0.056,0.154,3.86E-14,0.205084993,0.11131691,-0.688066118,-0.953438858
TMEM86B,1.52E-32,-0.871016281,0.079,0.238,5.56E-28,0.411467885,0.224103839,-0.385664056,-0.649550704
SMPDL3A,7.74E-15,-0.871394307,0.061,0.145,2.83E-10,0.229156883,0.124390363,-0.639867094,-0.905213265
CAT,2.58E-31,-0.871952283,0.105,0.27,9.44E-27,0.477639506,0.260114553,-0.32089976,-0.584835349
INPP4B,9.15E-22,-0.872797681,0.081,0.201,3.35E-17,0.415768532,0.226174735,-0.381148384,-0.64555591
MRM1,3.27E-09,-0.872999185,0.018,0.06,0.000119719,0.059073769,0.031383909,-1.228605316,-1.503292958
C11orf71,1.35E-17,-0.873910743,0.034,0.119,4.93E-13,0.135878624,0.073273305,-0.866848861,-1.135054218
EPSTI1,2.26E-23,-0.875313828,0.088,0.216,8.28E-19,0.479974412,0.260779975,-0.318781915,-0.583725761
CDCA4,7.47E-17,-0.876832584,0.028,0.106,2.73E-12,0.1617709,0.087223222,-0.791099597,-1.059367876
TPD52L1,1.32E-31,-0.877613922,0.108,0.274,4.84E-27,0.565609503,0.306971485,-0.247483303,-0.512901965
GNB1L,4.89E-12,-0.878334943,0.025,0.082,1.79E-07,0.082445539,0.043978931,-1.083832837,-1.356755328
ONECUT2,1.12E-16,-0.878527699,0.081,0.179,4.09E-12,0.408584009,0.221366903,-0.388718635,-0.654887311
CCDC34,1.60E-37,-0.878579804,0.165,0.365,5.86E-33,0.893745747,0.485239601,-0.048786012,-0.314043763
AC091563.1,6.18E-08,-0.878840547,0.012,0.046,0.002260441,0.04103874,0.021446018,-1.386805977,-1.668653328
ZNF165,7.20E-08,-0.879566984,0.037,0.082,0.002634454,0.208379667,0.112389685,-0.681144661,-0.949273547
RXRA,9.15E-21,-0.880355955,0.057,0.163,3.35E-16,0.260088509,0.140417727,-0.584878836,-0.85257806
THBS1,7.23E-07,-0.882019646,0.04,0.081,0.026466896,0.256868953,0.138507926,-0.590288384,-0.858525373
RNF135,2.10E-10,-0.884065486,0.026,0.078,7.70E-06,0.091327661,0.04861378,-1.039397664,-1.31324061
ANP32E,1.16E-32,-0.884249535,0.059,0.209,4.24E-28,0.375321503,0.202466602,-0.425596553,-0.693646605
CACNA1D,3.36E-31,-0.885644941,0.181,0.365,1.23E-26,1.203895648,0.650732054,0.080588845,-0.1865978
NEFH,1.01E-10,-0.88576921,0.003,0.041,3.71E-06,0.045939147,0.023991153,-1.337817073,-1.619948871
ATAD2,4.26E-20,-0.885856237,0.057,0.161,1.56E-15,0.30366647,0.163462981,-0.517603159,-0.786580585
TULP3,8.46E-15,-0.886530775,0.03,0.101,3.10E-10,0.157837582,0.084505378,-0.801789581,-1.07311565
FAM217B,3.57E-15,-0.88679747,0.025,0.094,1.31E-10,0.108710332,0.057920925,-0.96372918,-1.237164508
PALB2,5.52E-08,-0.887164594,0.019,0.057,0.00201911,0.067554289,0.035653893,-1.170347074,-1.447893048
HPS6,9.94E-08,-0.887312695,0.013,0.047,0.003638804,0.047999846,0.025078616,-1.318760155,-1.600696436
AC012063.1,1.33E-09,-0.887387468,0.015,0.057,4.87E-05,0.078982938,0.041826488,-1.102466714,-1.378548603
AMN,4.52E-37,-0.887933622,0.331,0.542,1.65E-32,3.048497878,1.646499267,0.484085897,0.216561542
SEC16B,1.03E-07,-0.888208333,0.025,0.063,0.00375736,0.079441034,0.042049698,-1.099955114,-1.376237118
SURF6,9.50E-30,-0.888480216,0.092,0.246,3.48E-25,0.405080501,0.21794647,-0.392458662,-0.661650162
MXD3,1.13E-07,-0.890692167,0.02,0.057,0.004139404,0.091266648,0.048354061,-1.0396879,-1.315567046
IFI30,8.69E-17,-0.89112102,0.137,0.25,3.18E-12,0.921909407,0.496217837,-0.035311754,-0.304327629
TENT4B,2.83E-23,-0.891551273,0.088,0.217,1.04E-18,0.351636326,0.188672915,-0.453906266,-0.724290441
CSRP2,1.79E-11,-0.891864597,0.028,0.085,6.54E-07,0.233357187,0.124889096,-0.63197882,-0.903475479
EPHA6,6.66E-31,-0.892003202,0.076,0.227,2.44E-26,0.732155246,0.393662017,-0.135396822,-0.404876486
NAGS,3.41E-24,-0.892471119,0.032,0.137,1.25E-19,0.177078577,0.094519473,-0.751833978,-1.024478709
SNX18,5.68E-14,-0.8927804,0.042,0.116,2.08E-09,0.141731891,0.075462177,-0.848532419,-1.122270671
GNS,1.38E-35,-0.893125496,0.109,0.289,5.04E-31,0.737323247,0.396137909,-0.132342073,-0.402153596
NPAS2,4.97E-27,-0.894558329,0.081,0.22,1.82E-22,0.396568832,0.212447965,-0.401681422,-0.672747425
RDM1,3.08E-09,-0.896435317,0.004,0.038,0.000112787,0.033642668,0.017202142,-1.473109565,-1.764417464
UBE2S,1.32E-17,-0.89645205,0.061,0.157,4.82E-13,0.356400371,0.190589382,-0.448061853,-0.719901298
FASTKD5,9.66E-08,-0.896704362,0.012,0.046,0.003535177,0.050301215,0.026146281,-1.298421523,-1.582590076
UGT3A1,3.16E-14,-0.896827886,0.051,0.129,1.16E-09,0.211494939,0.112715685,-0.67470002,-0.948015646
BCL2L11,8.18E-11,-0.897777878,0.046,0.107,2.99E-06,0.162810248,0.086511214,-0.788318261,-1.062927594
MPDZ,3.01E-14,-0.898905664,0.044,0.12,1.10E-09,0.237086286,0.126276673,-0.625093567,-0.898676869
RND3,1.68E-23,-0.899299584,0.15,0.3,6.16E-19,1.121511846,0.600424036,0.049803865,-0.22154193
INO80C,2.59E-22,-0.900248676,0.076,0.198,9.47E-18,0.279677924,0.148978718,-0.553341813,-0.826875767
FHL3,1.51E-07,-0.900260587,0.014,0.048,0.005541117,0.087457047,0.045987468,-1.058205191,-1.337360504
EPOR,2.04E-09,-0.900407913,0.016,0.058,7.48E-05,0.065832101,0.034397436,-1.181562286,-1.463473922
PBLD,3.78E-34,-0.900532931,0.126,0.308,1.38E-29,0.731219251,0.390834831,-0.135952384,-0.408006739
SLC35B2,2.87E-23,-0.90056332,0.065,0.186,1.05E-18,0.234501418,0.124746,-0.629854526,-0.903973372
TINAGL1,1.17E-09,-0.901729228,0.04,0.093,4.27E-05,0.15285876,0.08094571,-0.815709668,-1.091806165
MCM6,3.99E-19,-0.902345072,0.065,0.169,1.46E-14,0.242365487,0.128798352,-0.615529224,-0.890089693
CNTN3,1.17E-08,-0.902423949,0.023,0.065,0.000429703,0.122435301,0.064630158,-0.912093347,-1.18956478
UBE2C,2.83E-16,-0.90285053,0.079,0.176,1.04E-11,0.780931551,0.41679365,-0.107387031,-0.380078906
ENDOG,4.71E-08,-0.904410312,0.023,0.063,0.001723334,0.072753393,0.037997415,-1.138146748,-1.420245952
SERPINA1,6.28E-22,-0.906294545,0.411,0.548,2.30E-17,6.001696384,3.201356298,0.778274021,0.505334012
BRF2,5.45E-12,-0.90728241,0.033,0.094,1.99E-07,0.105084749,0.055158805,-0.978460309,-1.258385151
COQ2,3.65E-20,-0.907488392,0.029,0.12,1.34E-15,0.15001371,0.07910299,-0.823869049,-1.101807099
CAPG,1.48E-23,-0.909241029,0.093,0.225,5.43E-19,0.389265803,0.206399283,-0.409753748,-0.685291816
TSC22D3,6.84E-23,-0.909706424,0.07,0.192,2.50E-18,0.360774136,0.191166502,-0.442764605,-0.718588206
INTS13,2.00E-12,-0.90999717,0.028,0.089,7.31E-08,0.104599864,0.054795408,-0.980468881,-1.261255839
PSD4,1.36E-11,-0.910203023,0.025,0.082,4.99E-07,0.095756453,0.050081795,-1.01883195,-1.300320114
COPRS,1.78E-22,-0.910378907,0.041,0.147,6.50E-18,0.173063544,0.09120646,-0.761794408,-1.039974402
TAF1B,6.67E-16,-0.910390259,0.045,0.128,2.44E-11,0.185475984,0.097809664,-0.731712315,-1.009618231
SLC7A5,2.09E-10,-0.910830912,0.041,0.099,7.65E-06,0.185144846,0.0976034,-0.732488373,-1.010535051
VANGL1,5.82E-07,-0.911081246,0.025,0.062,0.021311772,0.067935493,0.035255975,-1.167903272,-1.452767273
TEX261,1.63E-10,-0.911338217,0.015,0.061,5.95E-06,0.062444785,0.032330176,-1.204503825,-1.490391936
ATIC,6.67E-36,-0.911837243,0.104,0.284,2.44E-31,0.501565388,0.265714714,-0.299672441,-0.575584395
MERTK,2.55E-12,-0.912029819,0.037,0.101,9.34E-08,0.182330886,0.096026152,-0.739139757,-1.017610474
NOTCH2,1.21E-17,-0.912947095,0.045,0.134,4.43E-13,0.24770784,0.130686198,-0.606060248,-0.883770277
GBP1,9.04E-09,-0.91297927,0.017,0.056,0.000330691,0.105867143,0.055353482,-0.975238808,-1.256855057
KLHL13,5.27E-49,-0.913578656,0.164,0.404,1.93E-44,1.312089314,0.695673215,0.117963399,-0.157594718
C1QBP,5.02E-45,-0.913645147,0.202,0.428,1.84E-40,1.404273617,0.744576427,0.147451737,-0.128090717
AGTRAP,1.19E-25,-0.914226342,0.057,0.182,4.37E-21,0.24662372,0.129994326,-0.607965156,-0.886075605
AQP1,2.75E-08,-0.916164959,0.011,0.046,0.001005399,0.066229998,0.0342251,-1.178945255,-1.465655268
PLPP3,1.53E-35,-0.917318562,0.121,0.305,5.60E-31,0.710419643,0.375290458,-0.148485039,-0.425632477
TBC1D9,1.25E-22,-0.917884872,0.077,0.2,4.57E-18,0.359428428,0.189368641,-0.444387576,-0.722691938
ADAM22,1.65E-12,-0.918100574,0.023,0.081,6.03E-08,0.121369915,0.063358371,-0.915888952,-1.198195999
TAF1C,1.11E-09,-0.918892505,0.014,0.056,4.08E-05,0.076706097,0.03969976,-1.115170117,-1.401212113
SAMD4A,1.72E-11,-0.919442968,0.071,0.145,6.30E-07,0.489827761,0.258107125,-0.309956605,-0.588200007
MKKS,4.75E-16,-0.920005443,0.037,0.116,1.74E-11,0.146474611,0.076541619,-0.834237646,-1.116102354
CSF3R,1.29E-06,-0.920257362,0.008,0.034,0.04714015,0.055350448,0.02837675,-1.256878862,-1.547037351
MGME1,7.00E-32,-0.92191157,0.059,0.206,2.56E-27,0.310874442,0.163211142,-0.507414981,-0.787250197
NBR2,1.47E-23,-0.923339951,0.067,0.188,5.37E-19,0.26104084,0.136772155,-0.583291541,-0.864002309
SLC9A3-AS1,2.65E-18,-0.924513041,0.033,0.118,9.71E-14,0.198768909,0.103851789,-0.701651545,-0.98358602
NEK6,2.96E-22,-0.92508869,0.04,0.144,1.08E-17,0.19763175,0.103211125,-0.704143285,-0.986273487
TCP1,5.66E-42,-0.925694531,0.167,0.385,2.07E-37,0.992196929,0.52144801,-0.003402121,-0.282788986
NDN,1.89E-34,-0.926684764,0.071,0.234,6.92E-30,0.39195779,0.205324322,-0.406760699,-0.687559603
ESCO2,3.81E-11,-0.927480675,0.011,0.057,1.39E-06,0.071252807,0.036591713,-1.147198019,-1.43661726
DNAH6,6.71E-10,-0.927766716,0.021,0.068,2.45E-05,0.08319412,0.042861492,-1.079907366,-1.367932719
SPACA3,5.96E-15,-0.929431152,0.015,0.077,2.18E-10,0.078371387,0.040278808,-1.105842465,-1.394923392
ARSE,5.23E-46,-0.93073508,0.139,0.359,1.91E-41,0.754660086,0.39501658,-0.12224862,-0.403384675
NUDT6,3.38E-15,-0.931730719,0.012,0.074,1.24E-10,0.082331656,0.042289345,-1.084433151,-1.373769039
MTFR1L,7.66E-18,-0.932122852,0.054,0.148,2.80E-13,0.193306367,0.100437973,-0.713753841,-0.998102059
PSTPIP2,8.36E-13,-0.932278679,0.019,0.077,3.06E-08,0.120582399,0.06231749,-0.918716078,-1.205390049
KCNE3,1.30E-09,-0.932349189,0.027,0.076,4.74E-05,0.086056967,0.044222923,-1.065213963,-1.354352554
SLC39A1,5.17E-33,-0.932553853,0.091,0.252,1.89E-28,0.395692456,0.206443866,-0.40264223,-0.685198017
TMEM8B,3.86E-23,-0.932695749,0.06,0.177,1.41E-18,0.246100541,0.128055483,-0.608887432,-0.892601822
USP51,2.37E-11,-0.9329072,0.018,0.07,8.67E-07,0.068092229,0.03479552,-1.166902451,-1.458476664
CASKIN2,1.88E-08,-0.932961549,0.011,0.046,0.000689668,0.053343132,0.027068865,-1.272921492,-1.567529962
CREB3L3,7.07E-20,-0.933413465,0.061,0.166,2.59E-15,0.352114911,0.183502386,-0.453315584,-0.736358284
LRRC42,1.03E-22,-0.933669099,0.052,0.164,3.79E-18,0.219063804,0.11381411,-0.659429375,-0.943803892
GJB1,9.78E-45,-0.934174677,0.106,0.311,3.58E-40,0.580820535,0.303096333,-0.235958037,-0.518419317
GSTM4,6.48E-32,-0.934526882,0.071,0.225,2.37E-27,0.32009861,0.166608765,-0.494716212,-0.778302155
KLHL5,2.50E-10,-0.935882865,0.012,0.056,9.14E-06,0.107324519,0.055229616,-0.969301048,-1.257827977
CNN3,6.64E-07,-0.936315663,0.062,0.11,0.024310724,0.399710585,0.208003715,-0.398254351,-0.681928908
HCG11,4.39E-07,-0.936772407,0.018,0.051,0.016051379,0.065548753,0.033371359,-1.183435566,-1.476626109
SERPINF2,7.99E-17,-0.936920873,0.018,0.091,2.92E-12,0.107326593,0.055190344,-0.969292658,-1.258136899
SERPINH1,5.81E-37,-0.937375582,0.155,0.355,2.12E-32,0.970767369,0.506045839,-0.01288483,-0.295810142
AVP,8.11E-07,-0.938842016,0.003,0.026,0.02969749,0.027073993,0.013251848,-1.567447688,-1.877723563
SLC35F1,3.20E-11,-0.939258667,0.125,0.207,1.17E-06,1.030679975,0.536629076,0.013123838,-0.2703258
PDZK1,4.75E-11,-0.940028669,0.046,0.108,1.74E-06,0.154263022,0.079534016,-0.811738166,-1.099447087
HEXA,7.38E-45,-0.94038318,0.144,0.365,2.70E-40,0.856107614,0.445241588,-0.06747164,-0.351404277
C6orf52,6.34E-28,-0.940413034,0.032,0.151,2.32E-23,0.183605663,0.094802567,-0.736113928,-1.023179904
MIR194-2HG,7.68E-22,-0.940463471,0.072,0.188,2.81E-17,0.372887189,0.193427287,-0.428422537,-0.713482259
EPHX2,1.04E-50,-0.941184148,0.23,0.475,3.81E-46,1.538205656,0.800234205,0.187014404,-0.096782889
LIME1,1.22E-07,-0.942121773,0.016,0.051,0.00445344,0.057004481,0.028797588,-1.244091003,-1.54064389
H19,4.36E-51,-0.942489445,0.388,0.636,1.60E-46,6.869746079,3.573692759,0.836940685,0.553117212
STARD13,7.03E-31,-0.942713597,0.125,0.293,2.57E-26,0.695154388,0.360785077,-0.157918732,-0.442751434
SALL4,1.09E-09,-0.942763103,0.008,0.046,3.98E-05,0.04731171,0.023741874,-1.325031354,-1.624484996
TIAM1,8.44E-17,-0.944173227,0.026,0.103,3.09E-12,0.186319097,0.095963757,-0.729742628,-1.017892759
FABP5,6.04E-30,-0.944572669,0.181,0.354,2.21E-25,1.378751129,0.715504874,0.139485881,-0.145387404
PAG1,2.80E-44,-0.944854059,0.174,0.4,1.03E-39,1.230740565,0.638476322,0.090166515,-0.194855204
KEAP1,5.77E-18,-0.945208637,0.047,0.14,2.11E-13,0.187008366,0.096252254,-0.728138964,-1.016589094
AASS,8.68E-11,-0.945815385,0.038,0.096,3.18E-06,0.184932512,0.095133761,-0.732986731,-1.021665332
KANK2,1.72E-07,-0.946946272,0.014,0.047,0.006283149,0.120706429,0.061742579,-0.918269597,-1.209415231
AP002026.1,2.41E-12,-0.947194366,0.03,0.091,8.84E-08,0.134476173,0.068873353,-0.871354659,-1.161948775
SPACA6,6.72E-07,-0.947292441,0.018,0.052,0.024583124,0.07932114,0.040264945,-1.10061105,-1.395072894
MPP1,1.83E-08,-0.94843618,0.038,0.086,0.000671125,0.126119702,0.064483067,-0.899217064,-1.190554316
SEPTIN10,1.22E-33,-0.95037948,0.091,0.258,4.46E-29,0.461675272,0.238043858,-0.335663386,-0.62334302
FAHD1,6.55E-26,-0.950589341,0.107,0.253,2.40E-21,0.398957194,0.205557452,-0.399073699,-0.687066774
GBP2,2.41E-10,-0.951040655,0.047,0.106,8.83E-06,0.185911702,0.095293139,-0.730693274,-1.020938365
RBBP8,1.74E-12,-0.951994407,0.058,0.131,6.35E-08,0.21129682,0.108351591,-0.675107039,-0.965164708
ZSCAN16,9.24E-08,-0.953611903,0.015,0.05,0.003380405,0.048038006,0.023932441,-1.318415026,-1.621013008
ALDH16A1,3.51E-13,-0.953757136,0.045,0.116,1.28E-08,0.161644941,0.082583633,-0.791437883,-1.083106017
MUC3A,3.50E-22,-0.955210833,0.096,0.223,1.28E-17,0.534303748,0.274704397,-0.272211779,-0.561134389
RBP1,9.62E-35,-0.956472846,0.208,0.4,3.52E-30,1.738926243,0.895223759,0.240281162,-0.0480684
IPP,5.24E-13,-0.956847697,0.021,0.08,1.92E-08,0.101253616,0.051292545,-0.994589457,-1.289945752
DOK4,4.07E-21,-0.957979196,0.058,0.166,1.49E-16,0.229702796,0.117374386,-0.638833718,-0.930426665
HEXB,7.71E-42,-0.958466693,0.155,0.37,2.82E-37,0.906047598,0.465383869,-0.042848987,-0.332188674
SLC22A17,1.58E-10,-0.959066866,0.022,0.072,5.79E-06,0.097557505,0.049311115,-1.010739314,-1.307055173
DGAT1,3.20E-44,-0.959068445,0.167,0.393,1.17E-39,1.276646303,0.655821308,0.106070592,-0.183214477
FBLIM1,5.08E-34,-0.962303674,0.129,0.312,1.86E-29,0.726131398,0.371805846,-0.138984784,-0.429683787
SPARC,1.28E-19,-0.963414327,0.123,0.248,4.70E-15,1.261151488,0.645899696,0.100767257,-0.18983492
SSPN,1.61E-07,-0.963885723,0.016,0.05,0.005881471,0.065709679,0.032816192,-1.182370656,-1.483911811
ZNF281,4.62E-15,-0.963959067,0.032,0.104,1.69E-10,0.129673875,0.065605607,-0.887147513,-1.183059042
SMG8,1.21E-08,-0.964792975,0.01,0.045,0.000441104,0.045450729,0.022415298,-1.342459145,-1.649455487
TNIK,5.08E-42,-0.96524103,0.154,0.368,1.86E-37,1.007231843,0.515025458,0.003129447,-0.288171303
IRF9,9.93E-19,-0.965660898,0.047,0.142,3.63E-14,0.225800672,0.114748357,-0.646274769,-0.940253525
MTUS1,5.02E-43,-0.966009283,0.139,0.355,1.84E-38,0.967361288,0.494340264,-0.014411296,-0.305974014
MISP,3.71E-39,-0.96613422,0.181,0.396,1.36E-34,1.077606806,0.550729396,0.032460326,-0.259061742
SLC37A4,6.01E-44,-0.966202847,0.129,0.341,2.20E-39,0.734732839,0.375202611,-0.133870549,-0.425734148
